,tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,Credit card (automatic),Electronic check,Mailed check,Total_tenure_ratio
1752,27,1,1,48.7,1421.75,0,1,0,0,52.657407407407405
1753,72,1,2,96.6,6827.5,0,0,0,0,94.82638888888889
1754,62,1,1,74.3,4698.05,0,1,0,0,75.775
1755,12,1,0,54.3,654.5,0,0,1,0,54.541666666666664
1756,44,1,1,74.85,3268.05,0,0,0,0,74.27386363636364
1757,54,1,2,79.95,4362.05,0,0,0,0,80.77870370370371
1758,68,1,2,20.05,1386.9,0,0,0,0,20.39558823529412
1759,20,1,0,19.4,415.4,0,0,0,1,20.77
1760,50,1,1,54.9,2614.1,0,0,0,0,52.282
1761,58,1,2,24.45,1513.6,0,1,0,0,26.096551724137928
1762,35,1,0,89.65,3161.6,0,0,0,0,90.33142857142857
1763,2,1,0,45.4,80.95,0,0,1,0,40.475
1764,63,1,2,75.7,4676.7,0,0,0,1,74.23333333333333
1765,58,1,1,110.65,6526.65,0,1,0,0,112.52844827586206
1766,27,1,1,20.55,583.3,0,0,0,1,21.6037037037037
1767,71,1,2,115.15,8078.1,0,1,0,0,113.77605633802817
1768,63,1,1,58.55,3503.5,0,1,0,0,55.611111111111114
1769,71,1,0,93.25,6669.45,0,0,0,0,93.93591549295775
1770,41,1,0,113.2,4689.5,1,0,1,0,114.3780487804878
1771,13,1,0,90.5,1201.15,1,0,1,0,92.39615384615385
1772,2,1,0,79.0,143.65,1,0,1,0,71.825
1773,68,1,2,19.35,1292.65,0,0,0,0,19.009558823529414
1774,1,1,0,48.75,48.75,0,0,0,1,48.75
1775,65,1,2,109.05,7108.2,0,0,1,0,109.35692307692307
1776,72,1,2,25.0,1802.55,0,0,0,0,25.035416666666666
1777,28,1,0,54.9,1505.15,0,1,0,0,53.75535714285714
1778,72,1,2,24.75,1859.1,0,1,0,0,25.820833333333333
1779,2,1,0,91.15,168.5,0,0,1,0,84.25
1780,18,1,1,20.15,390.85,1,0,0,0,21.71388888888889
1781,60,1,1,104.35,6339.45,0,0,1,0,105.6575
1782,26,1,0,66.05,1652.4,0,0,1,0,63.55384615384616
1783,1,1,0,71.65,71.65,1,0,1,0,71.65
1784,4,1,0,20.35,77.5,1,0,0,1,19.375
1785,68,1,2,92.2,6392.85,0,1,0,0,94.0125
1786,38,1,0,84.25,3264.5,1,1,0,0,85.90789473684211
1787,42,1,1,105.2,4599.15,0,0,0,0,109.50357142857142
1788,57,1,2,19.6,1134.25,0,0,0,0,19.899122807017545
1789,54,0,0,30.4,1621.35,0,0,1,0,30.025
1790,12,1,0,78.1,947.3,1,0,0,0,78.94166666666666
1791,44,1,1,61.5,2722.2,0,0,0,1,61.86818181818182
1792,42,1,0,69.4,3058.3,0,0,0,0,72.81666666666668
1793,72,1,2,24.75,1769.6,0,0,0,0,24.577777777777776
1794,71,1,2,91.05,6293.75,0,0,0,1,88.6443661971831
1795,19,1,0,89.65,1761.05,1,0,0,1,92.68684210526315
1796,23,1,0,73.65,1642.75,0,1,0,0,71.42391304347827
1797,30,1,2,19.4,578.5,0,1,0,0,19.283333333333335
1798,35,1,1,26.2,954.9,0,0,0,0,27.282857142857143
1799,10,1,0,98.7,973.25,1,0,1,0,97.325
1800,1,1,0,43.85,43.85,0,0,0,0,43.85
1801,22,1,0,69.7,1490.4,0,0,0,1,67.74545454545455
1802,7,0,2,38.55,280.0,0,0,0,1,40.0
1803,36,0,2,53.1,1901.25,0,0,0,1,52.8125
1804,34,1,0,20.65,716.4,0,0,0,1,21.070588235294117
1805,72,1,2,64.45,4720.0,0,1,0,0,65.55555555555556
1806,36,1,2,25.1,930.95,0,1,0,0,25.859722222222224
1807,1,1,0,76.35,76.35,1,0,1,0,76.35
1808,23,1,0,79.15,1676.95,1,0,1,0,72.9108695652174
1809,32,1,0,85.0,2642.05,1,0,1,0,82.5640625
1810,71,1,1,95.15,6770.85,0,1,0,0,95.36408450704226
1811,23,1,0,79.35,1835.3,0,0,0,1,79.79565217391304
1812,17,1,1,96.65,1588.25,0,0,0,0,93.42647058823529
1813,1,1,0,75.5,75.5,0,0,1,0,75.5
1814,12,1,2,19.7,258.35,0,0,0,1,21.52916666666667
1815,72,1,2,20.5,1502.25,0,1,0,0,20.864583333333332
1816,1,1,0,19.2,19.2,0,0,0,1,19.2
1817,72,1,2,98.35,6929.4,0,0,0,0,96.24166666666666
1818,60,1,0,74.35,4453.3,0,0,0,0,74.22166666666666
1819,61,0,2,51.35,3244.4,0,1,0,0,53.18688524590164
1820,6,1,0,45.65,323.45,0,0,0,1,53.90833333333333
1821,32,1,0,85.3,2661.1,1,0,1,0,83.159375
1822,31,1,0,86.55,2697.4,1,1,0,0,87.01290322580645
1823,19,1,0,73.85,1424.5,1,1,0,0,74.97368421052632
1824,72,1,2,20.3,1401.15,0,0,0,0,19.460416666666667
1825,32,1,0,54.2,1739.6,0,0,1,0,54.3625
1826,65,1,0,90.65,5931.0,0,0,1,0,91.24615384615385
1827,45,0,0,50.9,2333.85,0,0,0,0,51.86333333333333
1828,42,1,1,25.05,949.85,0,0,1,0,22.61547619047619
1829,8,1,0,74.85,572.45,0,0,1,0,71.55625
1830,32,1,2,20.5,696.8,0,0,0,1,21.775
1831,22,1,0,63.55,1381.8,0,0,0,1,62.809090909090905
1832,57,0,0,44.85,2572.95,1,0,1,0,45.13947368421052
1833,1,1,0,47.95,47.95,0,0,1,0,47.95
1834,1,1,0,45.1,45.1,1,0,1,0,45.1
1835,1,1,0,45.0,45.0,0,0,1,0,45.0
1836,24,1,0,96.0,2122.45,1,0,1,0,88.43541666666665
1837,1,1,0,20.05,20.05,1,0,0,0,20.05
1838,54,1,0,90.05,4931.8,0,0,1,0,91.32962962962964
1839,4,1,2,25.3,116.95,0,1,0,0,29.2375
1840,65,1,2,108.65,6937.95,1,0,0,0,106.7376923076923
1841,56,1,1,24.3,1261.7,0,0,1,0,22.530357142857145
1842,45,1,0,75.95,3273.8,0,0,1,0,72.75111111111111
1843,71,1,2,19.7,1415.85,0,1,0,0,19.941549295774646
1844,59,1,1,66.4,3958.2,0,1,0,0,67.08813559322033
1845,69,0,1,35.75,2492.25,0,0,0,0,36.119565217391305
1846,19,1,1,18.8,279.2,0,0,0,1,14.694736842105263
1847,55,1,2,19.4,1083.0,0,1,0,0,19.69090909090909
1848,38,1,1,19.3,755.5,0,0,0,1,19.88157894736842
1849,10,1,0,45.55,402.6,1,0,1,0,40.260000000000005
1850,47,1,0,67.45,3252.0,0,1,0,0,69.19148936170212
1851,2,0,0,35.1,68.75,1,0,1,0,34.375
1852,1,1,0,46.2,46.2,1,1,0,0,46.2
1853,1,1,0,45.15,45.15,1,0,1,0,45.15
1854,1,0,0,43.3,43.3,1,0,1,0,43.3
1855,46,1,2,20.1,936.85,0,0,0,1,20.366304347826087
1856,38,1,0,57.15,2250.65,1,1,0,0,59.227631578947374
1857,65,1,2,58.9,3857.1,0,1,0,0,59.339999999999996
1858,19,1,0,73.2,1441.1,1,0,1,0,75.84736842105262
1859,52,1,0,85.35,4338.6,1,0,1,0,83.4346153846154
1860,71,1,2,19.45,1378.45,0,0,0,1,19.414788732394367
1861,1,1,0,45.95,45.95,1,0,0,1,45.95
1862,52,0,0,50.5,2566.3,0,0,1,0,49.35192307692308
1863,6,1,1,25.1,171.0,0,0,0,1,28.5
1864,26,1,1,60.7,1597.4,0,0,0,1,61.43846153846154
1865,48,1,1,99.0,4744.35,0,0,1,0,98.840625
1866,64,1,1,104.4,6721.6,0,0,0,0,105.025
1867,3,1,0,83.75,247.25,1,0,1,0,82.41666666666667
1868,1,1,0,44.05,44.05,0,0,0,0,44.05
1869,72,1,2,24.1,1734.65,0,1,0,0,24.092361111111114
1870,1,1,0,45.55,45.55,0,0,0,1,45.55
1871,51,1,0,93.8,4539.35,0,0,1,0,89.00686274509805
1872,41,1,2,19.7,804.25,0,0,0,0,19.615853658536587
1873,72,1,2,70.65,5011.15,0,1,0,0,69.59930555555555
1874,43,1,2,86.45,3574.5,0,1,0,0,83.12790697674419
1875,72,1,2,114.1,8086.4,0,1,0,0,112.3111111111111
1876,47,1,1,95.2,4563.0,0,1,0,0,97.08510638297872
1877,72,1,2,88.55,6362.35,0,1,0,0,88.36597222222223
1878,3,1,0,20.75,67.1,0,1,0,0,22.366666666666664
1879,1,1,0,70.05,70.05,1,0,1,0,70.05
1880,2,1,0,86.0,165.45,1,0,1,0,82.725
1881,26,0,0,44.65,1156.55,0,0,0,0,44.482692307692304
1882,29,1,0,60.2,1834.15,0,0,0,1,63.24655172413794
1883,35,1,0,100.5,3653.35,1,0,0,0,104.38142857142857
1884,27,1,1,55.45,1477.65,0,0,0,0,54.72777777777778
1885,24,1,0,70.3,1706.45,0,1,0,0,71.10208333333334
1886,67,1,2,60.4,3953.7,0,0,0,0,59.01044776119403
1887,16,1,0,72.65,1194.3,1,0,1,0,74.64375
1888,23,1,1,55.8,1327.85,0,0,0,0,57.73260869565217
1889,14,0,0,31.1,419.7,0,0,0,1,29.978571428571428
1890,1,1,0,21.0,21.0,1,0,1,0,21.0
1891,1,1,0,45.1,45.1,1,0,0,1,45.1
1892,4,0,0,50.95,207.35,0,1,0,0,51.8375
1893,16,1,0,69.1,1083.7,0,0,1,0,67.73125
1894,46,0,0,43.95,2007.85,0,0,1,0,43.64891304347826
1895,68,1,2,86.5,5882.75,0,0,0,0,86.51102941176471
1896,38,1,0,69.95,2657.55,0,0,1,0,69.93552631578947
1897,30,1,0,50.4,1527.5,1,0,0,0,50.916666666666664
1898,5,1,0,78.95,378.4,1,0,1,0,75.67999999999999
1899,17,1,0,90.95,1612.2,0,1,0,0,94.83529411764707
1900,4,1,2,19.9,76.65,0,0,0,1,19.1625
1901,12,1,1,20.15,260.7,0,0,1,0,21.724999999999998
1902,72,1,2,90.6,6441.85,0,1,0,0,89.4701388888889
1903,3,1,0,92.0,266.8,0,0,1,0,88.93333333333334
1904,56,1,0,94.45,5124.6,1,0,1,0,91.51071428571429
1905,41,1,1,24.85,962.25,0,0,0,1,23.46951219512195
1906,40,0,1,36.0,1382.9,0,1,0,0,34.572500000000005
1907,7,1,0,78.5,571.05,0,0,1,0,81.57857142857142
1908,69,1,2,19.95,1399.35,0,1,0,0,20.280434782608694
1909,7,1,1,20.65,150.0,0,0,0,1,21.428571428571427
1910,5,0,0,30.5,167.2,0,0,1,0,33.44
1911,72,1,2,106.1,7657.4,0,1,0,0,106.35277777777777
1912,44,1,1,20.5,865.05,0,0,0,0,19.660227272727273
1913,65,1,1,95.5,6153.85,0,0,1,0,94.6746153846154
1914,3,1,0,64.6,174.2,0,0,1,0,58.06666666666666
1915,24,1,0,51.1,1269.6,0,1,0,0,52.9
1916,44,1,0,84.8,3862.55,1,0,0,0,87.78522727272728
1917,72,1,2,89.1,6352.4,0,1,0,0,88.22777777777777
1918,24,1,0,54.95,1348.5,0,0,1,0,56.1875
1919,1,1,0,50.9,50.9,1,0,0,1,50.9
1920,22,1,0,20.45,471.55,0,0,0,0,21.43409090909091
1921,70,1,2,85.95,5931.75,0,1,0,0,84.73928571428571
1922,25,1,0,60.35,1404.65,0,0,1,0,56.18600000000001
1923,37,1,2,19.8,726.1,0,0,0,0,19.624324324324323
1924,22,1,0,85.35,1961.6,0,0,0,0,89.16363636363636
1925,59,1,2,72.1,4194.85,0,0,0,0,71.09915254237289
1926,49,1,0,99.8,4872.45,1,0,1,0,99.43775510204081
1927,47,1,0,107.35,5118.95,1,0,0,0,108.91382978723404
1928,31,1,0,19.55,658.95,1,0,0,1,21.256451612903227
1929,1,1,0,81.05,81.05,0,0,1,0,81.05
1930,3,1,0,20.5,76.95,0,0,1,0,25.650000000000002
1931,53,1,1,111.8,5809.75,0,0,0,0,109.61792452830188
1932,1,1,0,20.2,20.2,0,0,0,1,20.2
1933,20,1,1,19.7,415.9,0,0,0,1,20.794999999999998
1934,3,1,0,79.1,246.5,1,0,1,0,82.16666666666667
1935,51,1,1,19.85,996.95,0,0,0,0,19.548039215686277
1936,51,1,1,60.5,3145.15,0,0,0,0,61.66960784313726
1937,13,1,2,19.55,265.3,0,0,0,1,20.407692307692308
1938,1,1,0,20.9,20.9,0,0,0,1,20.9
1939,1,1,0,21.05,21.05,0,0,0,1,21.05
1940,63,1,1,71.5,4576.3,0,0,1,0,72.63968253968254
1941,3,1,0,54.65,189.1,0,0,0,1,63.03333333333333
1942,46,1,2,19.2,908.15,0,1,0,0,19.742391304347827
1943,1,1,0,49.8,49.8,0,1,0,0,49.8
1944,8,0,0,25.5,215.2,1,0,0,1,26.9
1945,71,1,2,20.5,1500.95,0,0,0,0,21.140140845070423
1946,55,1,0,90.4,5099.15,0,1,0,0,92.71181818181817
1947,70,1,1,90.25,6385.95,0,0,0,0,91.22785714285715
1948,2,1,0,80.75,159.45,1,0,1,0,79.725
1949,67,1,2,104.6,6885.75,0,0,0,0,102.7723880597015
1950,65,1,0,91.85,5940.85,1,0,0,0,91.39769230769231
1951,14,1,0,50.2,668.85,0,1,0,0,47.775
1952,20,1,0,95.5,1916.2,0,0,0,0,95.81
1953,1,1,0,75.35,75.35,1,0,1,0,75.35
1954,1,1,0,75.45,75.45,1,0,1,0,75.45
1955,49,1,0,95.4,4613.95,0,0,0,0,94.16224489795918
1956,72,1,2,101.3,7261.25,0,0,0,0,100.85069444444444
1957,46,1,0,53.1,2459.8,0,0,1,0,53.47391304347826
1958,24,1,0,84.85,2048.8,0,0,0,0,85.36666666666667
1959,5,0,0,34.25,163.55,0,0,1,0,32.71
1960,33,1,0,88.6,2888.7,0,1,0,0,87.53636363636363
1961,42,1,1,60.15,2421.6,0,0,0,0,57.65714285714286
1962,23,1,1,99.95,2292.75,0,1,0,0,99.68478260869566
1963,8,1,0,70.7,553.4,0,0,0,0,69.175
1964,66,1,1,54.8,3465.7,0,0,0,1,52.51060606060606
1965,24,1,0,49.55,1210.4,1,0,0,0,50.43333333333334
1966,24,1,0,54.8,1291.3,0,1,0,0,53.80416666666667
1967,69,1,1,78.6,5356.45,1,1,0,0,77.62971014492753
1968,53,1,1,100.3,5200.8,0,0,0,1,98.12830188679246
1969,60,0,2,53.6,3237.05,0,0,1,0,53.950833333333335
1970,7,1,0,81.1,576.65,1,0,1,0,82.37857142857142
1971,20,1,1,19.35,433.75,0,1,0,0,21.6875
1972,23,1,0,85.6,1868.4,0,0,1,0,81.23478260869565
1973,72,1,2,80.8,5728.55,0,0,1,0,79.56319444444445
1974,11,1,0,74.95,825.7,1,0,1,0,75.06363636363636
1975,21,1,2,19.6,390.4,0,0,0,1,18.59047619047619
1976,1,1,0,93.55,93.55,1,0,1,0,93.55
1977,31,1,0,90.7,2845.15,0,0,1,0,91.77903225806452
1978,57,1,2,69.75,3894.4,0,0,0,1,68.32280701754387
1979,45,1,2,20.0,886.4,0,0,0,0,19.697777777777777
1980,10,1,0,95.25,1021.55,0,0,1,0,102.155
1981,58,1,0,102.1,5885.4,1,1,0,0,101.47241379310344
1982,14,1,0,19.95,268.4,0,0,0,1,19.17142857142857
1983,27,1,1,80.85,2204.35,0,0,0,1,81.64259259259259
1984,14,1,0,90.9,1259.0,1,0,0,0,89.92857142857143
1985,12,0,0,29.2,309.1,1,0,0,1,25.758333333333336
1986,69,1,2,93.3,6398.05,0,0,0,0,92.72536231884058
1987,25,1,0,89.15,2257.75,1,0,0,0,90.31
1988,58,1,1,108.85,6287.25,1,0,1,0,108.40086206896552
1989,35,0,2,46.35,1662.05,0,1,0,0,47.48714285714286
1990,16,1,0,84.75,1350.15,1,0,1,0,84.384375
1991,45,1,1,78.75,3600.65,0,1,0,0,80.01444444444445
1992,17,1,0,83.55,1329.15,0,0,1,0,78.18529411764706
1993,1,1,0,45.7,45.7,1,0,1,0,45.7
1994,22,1,1,19.6,422.5,0,0,0,1,19.204545454545453
1995,1,1,0,69.95,69.95,1,0,1,0,69.95
1996,67,1,2,67.85,4627.65,0,0,0,1,69.06940298507462
1997,67,1,2,105.65,6717.9,0,0,0,0,100.26716417910447
1998,2,0,0,44.6,97.1,1,0,1,0,48.55
1999,23,1,0,74.95,1710.45,1,0,1,0,74.36739130434783
2000,9,1,0,75.5,637.4,0,1,0,0,70.82222222222222
2001,5,1,0,20.15,117.95,0,0,0,1,23.59
2002,54,0,2,45.2,2460.55,0,1,0,0,45.56574074074074
2003,57,1,2,95.25,5464.65,1,0,1,0,95.87105263157895
2004,24,1,0,89.85,2165.05,1,0,0,1,90.21041666666667
2005,49,1,1,100.45,4941.8,1,0,0,1,100.8530612244898
2006,5,1,0,47.15,223.15,1,0,1,0,44.63
2007,2,1,0,80.2,181.1,1,0,1,0,90.55
2008,4,1,0,87.1,341.45,1,0,0,1,85.3625
2009,70,1,2,79.25,5731.85,0,0,0,0,81.88357142857143
2010,5,1,0,75.9,357.75,1,0,0,0,71.55
2011,53,1,0,85.7,4616.1,0,0,1,0,87.09622641509435
2012,47,1,0,98.75,4533.7,1,0,1,0,96.46170212765956
2013,31,1,1,20.1,589.25,0,1,0,0,19.008064516129032
2014,13,1,0,61.8,750.1,0,0,0,0,57.7
2015,28,1,0,49.9,1410.25,0,0,0,1,50.36607142857143
2016,10,1,0,86.45,830.85,1,0,1,0,83.08500000000001
2017,38,1,2,20.4,743.5,0,0,0,0,19.56578947368421
2018,1,1,0,45.3,45.3,1,0,0,1,45.3
2019,67,1,1,104.1,7040.85,1,0,1,0,105.08731343283583
2020,52,1,1,75.4,3865.45,0,0,0,1,74.33557692307691
2021,62,1,2,108.15,6825.65,0,0,0,1,110.09112903225805
2022,16,1,0,86.25,1340.1,0,0,1,0,83.75625
2023,5,1,0,81.0,371.65,1,0,1,0,74.33
2024,12,1,1,95.7,1184.0,0,0,1,0,98.66666666666667
2025,72,1,2,116.85,8477.7,0,0,0,0,117.74583333333334
2026,71,1,1,105.75,7382.85,0,0,0,0,103.98380281690142
2027,24,1,1,20.15,456.85,0,0,0,1,19.035416666666666
2028,15,1,2,19.6,331.6,0,0,0,1,22.10666666666667
2029,67,1,1,90.6,6056.15,1,1,0,0,90.39029850746267
2030,2,1,0,60.95,134.6,0,0,0,0,67.3
2031,5,0,0,25.05,125.5,0,0,0,1,25.1
2032,15,1,0,88.15,1390.6,1,0,1,0,92.70666666666666
2033,1,1,0,20.2,20.2,1,0,0,1,20.2
2034,41,1,1,60.3,2511.3,0,0,0,0,61.25121951219513
2035,43,1,0,63.95,2737.05,0,0,1,0,63.65232558139535
2036,1,1,0,74.3,74.3,0,0,1,0,74.3
2037,1,1,0,70.6,70.6,0,0,0,1,70.6
2038,26,1,0,90.8,2361.8,1,0,1,0,90.83846153846154
2039,22,1,0,79.35,1730.35,1,0,1,0,78.65227272727272
2040,71,1,2,90.55,6404.0,0,0,0,0,90.19718309859155
2041,7,1,2,19.45,165.35,0,0,0,1,23.62142857142857
2042,28,1,0,64.45,1867.6,0,0,0,0,66.7
2043,16,1,0,69.65,1043.3,0,0,1,0,65.20625
2044,7,1,1,19.5,128.6,0,0,0,1,18.37142857142857
2045,69,1,2,110.5,7455.45,0,0,0,0,108.05
2046,1,0,0,24.7,24.7,0,0,0,1,24.7
2047,3,1,0,77.4,206.15,0,0,1,0,68.71666666666667
2048,21,1,0,96.8,2030.3,1,0,0,0,96.68095238095238
2049,69,1,0,85.4,5869.4,0,0,0,0,85.06376811594203
2050,71,0,2,47.6,3377.8,0,0,0,0,47.57464788732395
2051,69,1,2,19.4,1346.2,0,0,0,1,19.51014492753623
2052,48,1,0,103.85,4946.05,0,0,1,0,103.04270833333334
2053,47,1,0,83.35,4065.0,1,0,0,0,86.48936170212765
2054,2,1,0,49.4,106.55,1,0,1,0,53.275
2055,45,1,0,108.45,4964.7,0,1,0,0,110.32666666666667
2056,51,1,0,81.0,4085.75,0,0,0,0,80.11274509803921
2057,22,1,0,79.2,1742.75,1,0,1,0,79.2159090909091
2058,72,1,2,86.65,6224.8,0,0,0,0,86.45555555555556
2059,37,1,0,92.95,3415.25,0,0,1,0,92.30405405405405
2060,71,1,2,90.35,6325.25,0,0,1,0,89.08802816901408
2061,7,1,0,48.7,340.25,1,0,1,0,48.607142857142854
2062,66,1,2,25.15,1683.6,0,1,0,0,25.509090909090908
2063,51,1,1,76.4,3966.3,0,0,0,0,77.77058823529413
2064,30,1,1,19.55,608.5,0,0,0,0,20.283333333333335
2065,34,1,0,85.35,2896.6,0,0,1,0,85.19411764705882
2066,64,1,2,24.8,1514.85,0,0,0,1,23.66953125
2067,65,1,1,103.15,6792.45,0,0,0,0,104.49923076923076
2068,47,1,0,100.75,4669.2,0,0,0,1,99.34468085106383
2069,1,1,0,95.6,95.6,1,0,1,0,95.6
2070,49,1,0,59.75,2934.3,1,1,0,0,59.88367346938776
2071,67,1,2,94.1,6302.8,0,1,0,0,94.07164179104478
2072,39,1,1,19.35,779.2,0,0,0,0,19.97948717948718
2073,14,1,0,19.9,283.75,0,0,0,1,20.267857142857142
2074,43,1,0,108.15,4600.7,1,1,0,0,106.99302325581395
2075,56,1,0,101.05,5594.0,0,0,1,0,99.89285714285714
2076,14,1,1,59.1,772.85,0,1,0,0,55.20357142857143
2077,1,1,0,71.35,71.35,1,0,1,0,71.35
2078,16,1,1,55.85,857.8,0,0,0,1,53.6125
2079,70,1,0,106.05,7554.05,0,0,1,0,107.915
2080,72,1,2,84.1,5981.65,0,1,0,0,83.07847222222222
2081,23,1,0,75.3,1702.9,0,1,0,0,74.0391304347826
2082,21,1,0,24.7,467.15,0,0,0,1,22.245238095238093
2083,1,1,0,20.15,20.15,1,0,0,1,20.15
2084,1,1,0,69.75,69.75,1,0,0,0,69.75
2085,32,1,0,93.2,2931.0,1,0,1,0,91.59375
2086,17,1,0,80.85,1400.85,1,0,1,0,82.40294117647058
2087,4,0,0,33.65,137.85,1,0,1,0,34.4625
2088,36,1,1,55.8,1941.5,0,0,1,0,53.93055555555556
2089,50,0,2,39.7,1932.75,0,1,0,0,38.655
2090,48,0,0,29.5,1423.05,0,1,0,0,29.646874999999998
2091,50,1,2,20.15,970.85,0,1,0,0,19.417
2092,72,1,2,79.55,5810.9,0,1,0,0,80.70694444444445
2093,10,1,0,24.8,223.9,0,1,0,0,22.39
2094,18,1,0,19.65,391.7,0,0,0,1,21.76111111111111
2095,1,1,0,79.95,79.95,1,0,1,0,79.95
2096,1,1,0,19.3,19.3,1,0,1,0,19.3
2097,9,1,0,94.05,811.65,0,0,1,0,90.18333333333334
2098,2,1,0,90.75,174.75,0,0,0,1,87.375
2099,40,1,0,78.85,3126.85,0,1,0,0,78.17125
2100,69,1,1,99.5,6841.45,0,0,0,0,99.15144927536231
2101,37,1,1,99.2,3754.6,1,0,1,0,101.47567567567567
2102,18,1,0,80.55,1406.65,0,1,0,0,78.14722222222223
2103,11,1,0,70.2,834.7,0,0,1,0,75.88181818181819
2104,8,1,0,85.2,627.4,1,1,0,0,78.425
2105,3,1,0,75.25,242.0,1,0,1,0,80.66666666666667
2106,55,1,1,59.45,3157.0,0,1,0,0,57.4
2107,33,1,0,93.35,3092.0,0,0,1,0,93.6969696969697
2108,46,1,0,44.95,2168.9,0,0,0,0,47.15
2109,34,1,2,26.1,980.35,0,0,0,0,28.833823529411767
2110,3,1,0,20.2,65.95,0,0,1,0,21.983333333333334
2111,30,1,2,21.25,711.9,0,0,0,1,23.73
2112,33,1,1,59.4,1952.8,0,0,1,0,59.17575757575757
2113,45,1,1,95.0,4368.85,0,1,0,0,97.08555555555556
2114,40,1,0,61.9,2647.1,0,0,0,1,66.1775
2115,71,1,2,118.65,8477.6,0,0,1,0,119.40281690140846
2116,1,1,0,54.35,54.35,1,0,1,0,54.35
2117,72,0,2,64.45,4528.0,0,0,0,0,62.888888888888886
2118,22,1,0,80.15,1790.65,0,0,1,0,81.39318181818182
2119,46,1,1,20.2,845.6,0,0,0,0,18.382608695652173
2120,55,1,2,21.0,1210.3,0,0,0,1,22.005454545454544
2121,1,1,0,20.45,20.45,0,0,0,1,20.45
2122,12,1,1,75.85,854.45,0,0,0,1,71.20416666666667
2123,31,1,0,80.45,2429.1,0,0,1,0,78.35806451612903
2124,5,0,0,24.95,100.4,1,0,1,0,20.080000000000002
2125,67,1,2,75.5,5229.45,0,0,1,0,78.05149253731344
2126,1,1,0,44.45,44.45,0,0,0,1,44.45
2127,40,0,1,42.35,1716.45,1,0,1,0,42.91125
2128,41,1,0,74.55,3023.55,0,1,0,0,73.74512195121952
2129,1,1,0,75.3,75.3,1,0,1,0,75.3
2130,51,1,1,94.8,4837.6,1,0,1,0,94.85490196078432
2131,42,0,2,48.15,2032.3,0,1,0,0,48.38809523809524
2132,23,1,1,19.65,436.9,0,0,0,1,18.995652173913044
2133,1,1,0,70.55,70.55,1,0,1,0,70.55
2134,1,1,0,20.15,20.15,0,0,0,1,20.15
2135,56,1,0,106.6,5893.95,0,1,0,0,105.24910714285714
2136,15,1,0,91.0,1430.05,0,0,1,0,95.33666666666666
2137,12,1,2,25.4,313.0,0,0,0,0,26.083333333333332
2138,54,1,2,69.95,3871.85,0,0,0,0,71.70092592592593
2139,7,1,0,66.85,458.1,0,0,1,0,65.44285714285715
2140,33,1,0,86.15,2745.7,1,1,0,0,83.2030303030303
2141,16,1,0,20.15,341.35,0,0,1,0,21.334375
2142,21,1,1,64.85,1336.8,0,0,0,1,63.65714285714286
2143,30,1,2,74.85,2181.75,0,0,1,0,72.725
2144,3,1,0,50.5,147.75,0,0,0,1,49.25
2145,11,1,0,72.9,818.45,0,0,1,0,74.40454545454546
2146,62,1,1,115.05,7133.45,0,1,0,0,115.05564516129031
2147,18,1,0,19.0,348.8,0,0,1,0,19.37777777777778
2148,6,1,0,19.55,128.6,0,0,0,1,21.433333333333334
2149,46,1,1,101.1,4674.4,0,0,1,0,101.61739130434782
2150,21,1,0,84.1,1737.45,0,0,1,0,82.7357142857143
2151,68,1,2,24.15,1498.85,0,0,0,0,22.04191176470588
2152,1,1,0,50.1,50.1,0,0,1,0,50.1
2153,25,1,0,74.6,1797.75,0,0,1,0,71.91
2154,24,1,2,19.75,498.1,0,0,0,1,20.754166666666666
2155,30,1,0,85.0,2624.25,1,0,1,0,87.475
2156,2,1,0,80.55,184.1,1,0,1,0,92.05
2157,51,1,1,106.8,5498.8,0,0,0,0,107.81960784313726
2158,57,1,2,84.5,4845.4,0,0,1,0,85.00701754385965
2159,15,1,2,25.05,369.1,0,0,0,0,24.60666666666667
2160,72,1,2,83.7,6096.9,0,0,0,0,84.67916666666666
2161,2,1,0,75.8,160.75,1,0,1,0,80.375
2162,28,1,0,96.6,2684.35,0,1,0,0,95.86964285714285
2163,29,1,0,98.5,3004.15,1,0,1,0,103.59137931034483
2164,70,1,2,101.1,6994.8,0,1,0,0,99.92571428571429
2165,13,1,1,20.2,273.25,0,0,0,1,21.01923076923077
2166,59,1,1,94.05,5483.9,0,0,1,0,92.94745762711864
2167,13,1,0,95.25,1233.65,1,0,1,0,94.89615384615385
2168,7,1,0,74.4,527.9,1,0,0,1,75.41428571428571
2169,62,1,2,81.0,4985.9,0,0,0,1,80.41774193548386
2170,21,1,1,60.25,1258.35,0,0,1,0,59.921428571428564
2171,2,1,0,60.85,111.4,0,0,1,0,55.7
2172,1,1,0,43.95,43.95,0,1,0,0,43.95
2173,4,1,0,86.05,308.1,0,0,1,0,77.025
2174,19,1,1,20.25,383.65,0,1,0,0,20.192105263157895
2175,30,1,0,85.15,2555.9,1,0,1,0,85.19666666666667
2176,67,1,2,19.4,1284.2,0,1,0,0,19.16716417910448
2177,72,1,2,102.65,7550.3,0,1,0,0,104.86527777777778
2178,53,1,2,19.9,1110.05,0,1,0,0,20.944339622641508
2179,5,1,1,19.55,99.6,0,0,1,0,19.919999999999998
2180,71,1,2,95.5,6707.15,0,1,0,0,94.4669014084507
